Experience,Qualifications,Work Type,Company Size,Preference,Job Title,Role,skills,Salary_INR
12,B.Tech,Remote,139155,Female,Frontend Developer,Frontend Developer,"TypeScript, HTML, React, CSS",3056504
6,BCA,Remote,32682,Female,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Penetration Testing, Network Security, Python",2947087
12,MBA,Intern,28442,Female,DevOps Engineer,DevOps Engineer,"AWS, Kubernetes, CI/CD, Docker",4001838
15,MCA,Remote,17684,Male,Software Tester,Software Tester,"Selenium, Manual Testing, Automation, JIRA",3593582
14,MCA,Remote,125825,Female,Frontend Developer,Frontend Developer,"JavaScript, React, HTML, TypeScript",3598163
8,B.Tech,Full-Time,129803,Male,Data Scientist,Data Scientist,"Pandas, Statistics, Machine Learning, SQL",2986784
6,MCA,Remote,54213,Female,DevOps Engineer,DevOps Engineer,"AWS, CI/CD, Docker, Linux",3159680
9,BCA,Remote,75149,Male,Software Tester,Software Tester,"Automation, Selenium, JIRA, Manual Testing",2711664
13,PhD,Contract,116993,Female,DevOps Engineer,DevOps Engineer,"Linux, CI/CD, AWS, Docker",4849533
1,B.Tech,Contract,107312,Male,Machine Learning Engineer,Machine Learning Engineer,"Python, AWS, TensorFlow, PyTorch",2538535
11,M.Tech,Remote,198240,Both,Frontend Developer,Frontend Developer,"HTML, TypeScript, CSS, JavaScript",3044867
4,M.Tech,Remote,150707,Both,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Network Security, SIEM, Python",3361702
8,MBA,Contract,20131,Both,Frontend Developer,Frontend Developer,"React, TypeScript, JavaScript, HTML",2681206
5,BCA,Remote,86133,Both,UI/UX Designer,UI/UX Designer,"Prototyping, Adobe XD, Figma, Wireframing",1994334
10,MBA,Contract,66985,Male,DevOps Engineer,DevOps Engineer,"Linux, CI/CD, Kubernetes, Docker",3890510
7,B.Tech,Contract,197204,Male,Data Scientist,Data Scientist,"SQL, Machine Learning, Statistics, Pandas",3165374
5,M.Tech,Contract,86942,Male,Data Scientist,Data Scientist,"SQL, Statistics, Machine Learning, Pandas",3012294
1,MCA,Intern,54342,Both,Cyber Security Analyst,Cyber Security Analyst,"Python, SIEM, Penetration Testing, Network Security",2619178
11,B.Tech,Intern,8926,Both,Machine Learning Engineer,Machine Learning Engineer,"AWS, TensorFlow, PyTorch, Docker",3500853
3,BCA,Full-Time,99586,Female,DevOps Engineer,DevOps Engineer,"AWS, CI/CD, Linux, Kubernetes",2738851
2,BCA,Intern,114405,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Penetration Testing, Python",2252645
12,PhD,Remote,7445,Female,Mobile App Developer,Mobile App Developer,"Firebase, Flutter, Android, Dart",3163173
4,PhD,Contract,44282,Both,Frontend Developer,Frontend Developer,"HTML, CSS, TypeScript, JavaScript",2394767
0,B.Tech,Contract,16335,Male,UI/UX Designer,UI/UX Designer,"Adobe XD, Wireframing, Prototyping, Figma",1446526
10,PhD,Intern,174704,Female,UI/UX Designer,UI/UX Designer,"Wireframing, Prototyping, Figma, Adobe XD",3222281
13,MBA,Full-Time,153026,Male,Cloud Engineer,Cloud Engineer,"Linux, Kubernetes, AWS, Azure",4570181
9,PhD,Contract,111791,Male,Mobile App Developer,Mobile App Developer,"Flutter, Firebase, Android, Dart",3497777
14,MCA,Remote,38786,Both,Data Scientist,Data Scientist,"Pandas, Machine Learning, Python, Statistics",4426953
10,B.Tech,Intern,30664,Male,Frontend Developer,Frontend Developer,"HTML, JavaScript, React, CSS",3160921
10,PhD,Full-Time,105106,Both,Mobile App Developer,Mobile App Developer,"Flutter, Dart, Android, Firebase",3576569
14,PhD,Intern,108257,Both,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Python, Network Security, SIEM",4565407
1,PhD,Remote,97067,Female,DevOps Engineer,DevOps Engineer,"AWS, Docker, Linux, Kubernetes",3278947
6,MCA,Intern,72193,Female,Mobile App Developer,Mobile App Developer,"Android, Flutter, Dart, Firebase",2336613
7,PhD,Intern,164375,Both,DevOps Engineer,DevOps Engineer,"Linux, CI/CD, Docker, Kubernetes",4047881
11,PhD,Full-Time,20809,Male,Cyber Security Analyst,Cyber Security Analyst,"Python, SIEM, Penetration Testing, Network Security",4320318
7,M.Tech,Full-Time,96954,Both,Data Scientist,Data Scientist,"Machine Learning, Statistics, Python, Pandas",3425125
12,B.Tech,Full-Time,168030,Female,UI/UX Designer,UI/UX Designer,"Wireframing, Figma, Prototyping, Adobe XD",2811460
4,B.Tech,Contract,110728,Male,Frontend Developer,Frontend Developer,"JavaScript, React, TypeScript, HTML",2221038
12,BCA,Contract,71670,Both,DevOps Engineer,DevOps Engineer,"Docker, Linux, Kubernetes, CI/CD",3629929
1,MBA,Remote,141559,Female,Mobile App Developer,Mobile App Developer,"Android, Firebase, Flutter, Dart",2249783
9,BCA,Full-Time,175363,Male,UI/UX Designer,UI/UX Designer,"Adobe XD, Figma, Prototyping, Wireframing",2210695
4,B.Tech,Contract,53344,Female,Data Scientist,Data Scientist,"SQL, Statistics, Python, Machine Learning",2619411
10,MCA,Full-Time,111761,Female,Data Scientist,Data Scientist,"Pandas, SQL, Python, Statistics",3454950
13,MCA,Remote,129104,Both,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Penetration Testing, SIEM, Python",4181665
4,MBA,Contract,48732,Male,Machine Learning Engineer,Machine Learning Engineer,"Docker, TensorFlow, AWS, Python",3144153
10,PhD,Contract,92055,Both,Cloud Engineer,Cloud Engineer,"Linux, Docker, AWS, Kubernetes",4422287
11,PhD,Remote,53162,Male,Data Scientist,Data Scientist,"Statistics, Python, Machine Learning, SQL",4164788
14,MBA,Full-Time,184984,Both,Machine Learning Engineer,Machine Learning Engineer,"AWS, PyTorch, Python, Docker",4710682
7,BCA,Remote,78971,Male,Mobile App Developer,Mobile App Developer,"Android, Dart, Firebase, Flutter",2408939
4,MBA,Remote,35394,Both,Data Scientist,Data Scientist,"Machine Learning, Python, Pandas, Statistics",2835877
9,M.Tech,Contract,115499,Both,Cloud Engineer,Cloud Engineer,"AWS, Kubernetes, Docker, Azure",3915685
3,MBA,Contract,79915,Both,Machine Learning Engineer,Machine Learning Engineer,"Python, TensorFlow, AWS, PyTorch",2836941
4,BCA,Remote,126431,Female,UI/UX Designer,UI/UX Designer,"Wireframing, Adobe XD, Figma, Prototyping",1935645
14,MBA,Full-Time,11133,Female,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Network Security, Penetration Testing, Python",4376741
3,PhD,Remote,143633,Female,Software Tester,Software Tester,"Selenium, Manual Testing, Automation, JIRA",2405671
11,MBA,Intern,103464,Male,Backend Developer,Backend Developer,"MySQL, Java, Spring Boot, REST API",3549244
15,B.Tech,Intern,128637,Male,Backend Developer,Backend Developer,"Java, Docker, REST API, MySQL",3670544
7,M.Tech,Full-Time,56660,Female,Frontend Developer,Frontend Developer,"TypeScript, React, JavaScript, HTML",2948029
7,MCA,Full-Time,58906,Male,Cloud Engineer,Cloud Engineer,"AWS, Kubernetes, Azure, Linux",3239254
6,PhD,Full-Time,108219,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Penetration Testing, Python, SIEM",3590216
13,B.Tech,Contract,193970,Female,Software Tester,Software Tester,"JIRA, Manual Testing, Selenium, Automation",2838721
15,MCA,Full-Time,143620,Male,Cloud Engineer,Cloud Engineer,"Azure, Kubernetes, Docker, AWS",4530435
11,MCA,Intern,123280,Female,Cloud Engineer,Cloud Engineer,"Azure, AWS, Linux, Docker",4417720
13,BCA,Intern,134849,Both,Backend Developer,Backend Developer,"Java, Spring Boot, REST API, Docker",3276812
13,M.Tech,Intern,52757,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Wireframing, Prototyping, Figma",2801107
15,M.Tech,Full-Time,141443,Female,Mobile App Developer,Mobile App Developer,"Flutter, Dart, Android, Firebase",3974367
11,PhD,Contract,111541,Male,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Python, Network Security, Penetration Testing",3912853
8,MBA,Remote,30989,Both,UI/UX Designer,UI/UX Designer,"Prototyping, Figma, Wireframing, Adobe XD",2709330
6,B.Tech,Contract,134612,Male,Frontend Developer,Frontend Developer,"JavaScript, HTML, TypeScript, React",2484593
1,B.Tech,Intern,7484,Both,Software Tester,Software Tester,"JIRA, Automation, Manual Testing, Selenium",1394349
1,MCA,Full-Time,74849,Male,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Network Security, Python, Penetration Testing",2457009
6,MBA,Full-Time,175692,Both,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Penetration Testing, Network Security, Python",3420055
11,PhD,Full-Time,3138,Female,DevOps Engineer,DevOps Engineer,"CI/CD, AWS, Docker, Linux",3873073
12,MCA,Contract,6074,Both,Backend Developer,Backend Developer,"MySQL, Spring Boot, Java, Docker",3762182
0,M.Tech,Intern,164910,Male,DevOps Engineer,DevOps Engineer,"CI/CD, AWS, Kubernetes, Linux",2989693
14,B.Tech,Full-Time,72402,Male,Frontend Developer,Frontend Developer,"React, TypeScript, HTML, JavaScript",3318064
3,MCA,Remote,162128,Female,Cyber Security Analyst,Cyber Security Analyst,"Python, SIEM, Network Security, Penetration Testing",2954880
5,B.Tech,Intern,85598,Female,Data Scientist,Data Scientist,"Python, Statistics, Machine Learning, Pandas",2919716
3,BCA,Remote,100468,Male,Software Tester,Software Tester,"Selenium, Manual Testing, Automation, JIRA",1613420
13,BCA,Contract,188229,Both,Mobile App Developer,Mobile App Developer,"Dart, Flutter, Firebase, Android",2986660
11,MBA,Contract,125951,Female,Frontend Developer,Frontend Developer,"CSS, TypeScript, HTML, React",2926187
2,MCA,Remote,25919,Both,Cloud Engineer,Cloud Engineer,"AWS, Linux, Docker, Azure",2885826
1,MBA,Full-Time,32292,Both,Machine Learning Engineer,Machine Learning Engineer,"Docker, TensorFlow, AWS, PyTorch",2559663
14,MCA,Remote,173626,Female,Cloud Engineer,Cloud Engineer,"Kubernetes, AWS, Linux, Docker",4801429
14,PhD,Full-Time,126132,Both,Backend Developer,Backend Developer,"MySQL, Java, Docker, REST API",3819052
9,MCA,Full-Time,138343,Female,Data Scientist,Data Scientist,"Python, Statistics, Machine Learning, Pandas",3329563
1,B.Tech,Contract,87486,Female,Data Scientist,Data Scientist,"Python, Statistics, SQL, Machine Learning",2322868
5,BCA,Full-Time,62562,Male,Software Tester,Software Tester,"JIRA, Selenium, Automation, Manual Testing",1738009
4,MBA,Contract,188083,Both,UI/UX Designer,UI/UX Designer,"Prototyping, Adobe XD, Figma, Wireframing",2286705
0,BCA,Full-Time,1087,Male,Cloud Engineer,Cloud Engineer,"Linux, Docker, Kubernetes, AWS",2414052
8,M.Tech,Remote,95450,Female,DevOps Engineer,DevOps Engineer,"Docker, Linux, Kubernetes, AWS",3875399
1,M.Tech,Remote,138851,Both,Mobile App Developer,Mobile App Developer,"Flutter, Android, Firebase, Dart",2392878
0,M.Tech,Intern,142244,Male,DevOps Engineer,DevOps Engineer,"CI/CD, Kubernetes, Docker, AWS",2723785
1,MCA,Full-Time,194649,Male,Backend Developer,Backend Developer,"Spring Boot, Java, MySQL, Docker",2135328
6,MCA,Full-Time,184789,Female,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, AWS, TensorFlow, Python",2972754
4,M.Tech,Contract,194194,Female,Software Tester,Software Tester,"JIRA, Selenium, Automation, Manual Testing",2449438
8,M.Tech,Intern,90911,Female,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Network Security, SIEM, Python",3709215
14,PhD,Contract,16049,Male,Frontend Developer,Frontend Developer,"CSS, TypeScript, React, JavaScript",4072774
13,BCA,Full-Time,121872,Both,Data Scientist,Data Scientist,"Pandas, Statistics, Python, SQL",3212370
11,M.Tech,Contract,133748,Both,Data Scientist,Data Scientist,"Machine Learning, Statistics, Python, SQL",3800922
5,PhD,Full-Time,150525,Male,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, Python, TensorFlow, Docker",3332749
1,MCA,Full-Time,181009,Female,Backend Developer,Backend Developer,"Spring Boot, Docker, MySQL, REST API",2172483
5,M.Tech,Remote,54438,Female,Cloud Engineer,Cloud Engineer,"Linux, AWS, Docker, Azure",3576782
6,BCA,Full-Time,197399,Female,Mobile App Developer,Mobile App Developer,"Android, Firebase, Dart, Flutter",2237520
12,B.Tech,Contract,14155,Both,Backend Developer,Backend Developer,"Java, MySQL, REST API, Spring Boot",2847365
5,M.Tech,Intern,178830,Male,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, AWS, Python, TensorFlow",3521564
7,MBA,Full-Time,149549,Both,Machine Learning Engineer,Machine Learning Engineer,"AWS, Python, Docker, TensorFlow",3283980
14,PhD,Remote,44519,Both,Frontend Developer,Frontend Developer,"React, JavaScript, CSS, HTML",4130227
13,B.Tech,Intern,55079,Both,DevOps Engineer,DevOps Engineer,"AWS, CI/CD, Kubernetes, Linux",3767876
2,MCA,Remote,49902,Male,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Network Security, Python, Penetration Testing",2543568
6,M.Tech,Intern,195173,Both,UI/UX Designer,UI/UX Designer,"Figma, Wireframing, Adobe XD, Prototyping",2817840
8,B.Tech,Intern,172205,Both,Machine Learning Engineer,Machine Learning Engineer,"Docker, Python, PyTorch, AWS",3345170
15,BCA,Contract,56204,Both,DevOps Engineer,DevOps Engineer,"AWS, CI/CD, Docker, Linux",3972047
10,MBA,Intern,59185,Male,Software Tester,Software Tester,"Manual Testing, JIRA, Automation, Selenium",2667540
4,MCA,Full-Time,71039,Male,UI/UX Designer,UI/UX Designer,"Wireframing, Adobe XD, Figma, Prototyping",1891751
9,PhD,Full-Time,30690,Male,Backend Developer,Backend Developer,"MySQL, Java, REST API, Spring Boot",3348762
5,PhD,Intern,155713,Male,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Figma, Wireframing",2919328
6,MBA,Full-Time,2684,Female,Mobile App Developer,Mobile App Developer,"Flutter, Firebase, Android, Dart",2709241
9,BCA,Remote,4948,Female,Mobile App Developer,Mobile App Developer,"Dart, Firebase, Flutter, Android",2725869
15,MCA,Remote,55715,Female,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Penetration Testing, Network Security, Python",4237095
8,B.Tech,Remote,4200,Both,Software Tester,Software Tester,"Selenium, JIRA, Manual Testing, Automation",1957398
5,MCA,Contract,170776,Male,Backend Developer,Backend Developer,"Docker, REST API, Java, MySQL",2365869
8,MCA,Remote,159257,Male,DevOps Engineer,DevOps Engineer,"Linux, Kubernetes, CI/CD, AWS",3374226
1,MBA,Contract,97622,Female,Data Scientist,Data Scientist,"Python, SQL, Statistics, Pandas",2673247
13,BCA,Remote,118797,Both,Mobile App Developer,Mobile App Developer,"Flutter, Dart, Android, Firebase",2724211
9,MBA,Contract,188882,Male,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Penetration Testing, SIEM, Python",3531244
1,PhD,Remote,140981,Female,Frontend Developer,Frontend Developer,"HTML, TypeScript, React, JavaScript",2435163
2,MBA,Full-Time,94665,Male,Backend Developer,Backend Developer,"MySQL, Java, Docker, REST API",2427854
15,PhD,Contract,120501,Male,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, Python, Docker, AWS",4396281
3,BCA,Remote,95990,Male,UI/UX Designer,UI/UX Designer,"Figma, Adobe XD, Prototyping, Wireframing",1496596
9,M.Tech,Intern,37522,Both,Frontend Developer,Frontend Developer,"HTML, CSS, TypeScript, JavaScript",2899130
8,MCA,Full-Time,5492,Female,Cloud Engineer,Cloud Engineer,"Azure, Linux, AWS, Docker",3561590
3,M.Tech,Contract,169854,Female,Data Scientist,Data Scientist,"SQL, Statistics, Machine Learning, Python",2943526
15,B.Tech,Remote,138001,Female,UI/UX Designer,UI/UX Designer,"Wireframing, Prototyping, Figma, Adobe XD",3382300
11,PhD,Remote,122266,Female,Frontend Developer,Frontend Developer,"HTML, TypeScript, React, CSS",3042654
14,BCA,Intern,17603,Male,Machine Learning Engineer,Machine Learning Engineer,"AWS, Python, Docker, PyTorch",3659754
5,M.Tech,Full-Time,44562,Female,Frontend Developer,Frontend Developer,"React, TypeScript, JavaScript, CSS",2509020
6,MCA,Intern,129654,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Wireframing, Prototyping, Figma",2010503
4,MCA,Full-Time,46582,Male,Machine Learning Engineer,Machine Learning Engineer,"Python, Docker, TensorFlow, PyTorch",3161601
1,BCA,Full-Time,152600,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Penetration Testing, Python",2106238
9,MBA,Intern,191400,Both,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Figma, Wireframing",2691643
0,MBA,Contract,172771,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Python, SIEM, Penetration Testing",2652506
15,B.Tech,Full-Time,38239,Female,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, Docker, PyTorch, Python",4174653
12,B.Tech,Full-Time,19194,Female,Frontend Developer,Frontend Developer,"TypeScript, CSS, React, HTML",3097114
11,BCA,Contract,25028,Both,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, AWS, Python, Docker",3910706
7,MBA,Contract,8603,Female,DevOps Engineer,DevOps Engineer,"Docker, CI/CD, Kubernetes, AWS",3623144
4,MCA,Full-Time,168728,Both,Cloud Engineer,Cloud Engineer,"Docker, AWS, Azure, Linux",3244378
10,PhD,Contract,124981,Both,Mobile App Developer,Mobile App Developer,"Firebase, Android, Dart, Flutter",3322903
15,BCA,Remote,131947,Female,Data Scientist,Data Scientist,"Machine Learning, Pandas, Statistics, Python",3475167
7,MCA,Remote,178631,Female,Backend Developer,Backend Developer,"MySQL, Java, Spring Boot, REST API",2649481
11,MCA,Remote,113489,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Figma, Wireframing",2698320
5,B.Tech,Remote,43782,Female,DevOps Engineer,DevOps Engineer,"Kubernetes, Docker, CI/CD, Linux",3049468
1,MCA,Full-Time,146625,Both,UI/UX Designer,UI/UX Designer,"Wireframing, Prototyping, Figma, Adobe XD",1674482
8,BCA,Contract,112506,Both,UI/UX Designer,UI/UX Designer,"Wireframing, Figma, Adobe XD, Prototyping",2135182
1,B.Tech,Contract,156700,Both,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, TensorFlow, Docker, AWS",2461715
10,B.Tech,Contract,68498,Both,Frontend Developer,Frontend Developer,"JavaScript, HTML, CSS, TypeScript",3070294
0,MBA,Remote,158352,Both,Frontend Developer,Frontend Developer,"HTML, TypeScript, CSS, React",1748392
8,B.Tech,Intern,31013,Female,Backend Developer,Backend Developer,"MySQL, Docker, REST API, Java",2585112
8,PhD,Contract,125216,Both,Backend Developer,Backend Developer,"Java, Docker, Spring Boot, REST API",3280840
12,M.Tech,Contract,38832,Both,UI/UX Designer,UI/UX Designer,"Prototyping, Wireframing, Figma, Adobe XD",3395840
9,MCA,Remote,45063,Female,Machine Learning Engineer,Machine Learning Engineer,"Python, AWS, Docker, TensorFlow",3869595
2,PhD,Full-Time,159538,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Penetration Testing, Python, SIEM",2994176
